1, The Da Vinci Code book is just awesome.
1,"this was the first clive cussler i've ever read, but even books like Relic, and Da Vinci code were more plausible than this."
1, i liked the Da Vinci Code a lot.
1,i liked the Da Vinci Code a lot.
1,  I liked the Da Vinci Code but it ultimatly didn't seem to hold it's own.
1,"that's not even an exaggeration ) and at midnight we went to Wal-Mart to buy the Da Vinci Code, which is amazing of course."
1," I loved the Da Vinci Code, but now I want something better and different!.."
1,"  i thought da vinci code was great, same with kite runner."
1,   The Da Vinci Code is actually a good movie…
1, I thought the Da Vinci Code was a pretty good book.
1, The Da Vinci Code is one of the most beautiful movies ive ever seen.
1,"  The Da Vinci Code is an * amazing * book, do not get me wrong."
1,  then I turn on the light and the radio and enjoy my Da Vinci Code.
1,   The Da Vinci Code was REALLY good.
1,    i love da vinci code....
1,    i loved da vinci code..
1,   TO NIGHT:: THE DA VINCI CODE AND A BEAUTIFUL MIND…
1,  THE DA VINCI CODE is AN AWESOME BOOK....
1,"  Thing is, I enjoyed The Da Vinci Code."
1,   very da vinci code slash amazing race.
1,   Hey I loved The Da Vinci Code!..
0,"  Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"  by the way, the Da Vinci Code sucked, just letting you know…"
0,   i heard da vinci code sucked soo much only 2.5 stars:
0,    da vinci code sucks…
0,   Da Vinci Code sucks.
0,   friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0,"   Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,   Da Vinci Code sucks be…
0,   Da Vinci Code sucked..
0,  The Da Vinci Code sucked big time.
0,"  Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"  by the way, the Da Vinci Code sucked, just letting you know…"
0, i heard da vinci code sucked soo much only 2.5 stars:
0,  da vinci code sucks…
0,  Da Vinci Code sucks.
0,   friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0,"  Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,   Da Vinci Code sucks be…
