1,hopeless for tmr :(
1,Everything in the kids section of IKEA is so cute. Shame I'm nearly 19 in 2 months :(
1,@Hegelbon That heart sliding into the waste basket. :(
1,"“@ketchBurning: I hate Japanese call him ""bani"" :( :(”

Me too"
1,"Dang starting next week I have ""work"" :("
1,"oh god, my babies' faces :( https://t.co/9fcwGvaki0"
1,@RileyMcDonough make me smile :((
1,@f0ggstar @stuartthull work neighbour on motors. Asked why and he said hates the updates on search :( http://t.co/XvmTUikWln
1,"why?:(""@tahuodyy: sialan:( https://t.co/Hv1i0xcrL2"""
1,Athabasca glacier was there in #1948 :-( #athabasca #glacier #jasper #jaspernationalpark #alberta #explorealberta #… http://t.co/dZZdqmf7Cz
1,I have a really good m&amp;g idea but I'm never going to meet them :(((
1,@Rampageinthebox mare ivan :(
1,"@SophiaMascardo happy trip, keep safe. see you soon :* :("
1,I'm so tired hahahah :(
1,@GrumpyCockney With knee replacements they get you up &amp; about the same day. :-(   Ouch.
1,"relate to the ""sweet n' sour"" kind of ""bi-polar"" people in your life... cuz my life... is FULL of them... :("
1,@aysegul_k pleasse :(
1,@SexyKalamo im not sure tho :(
1,"I feel stupid
I just can't seem to grasp the basics of digital painting and nothing I've been researching is helping any :("
1,Good Lord. :( https://t.co/nC9LkYUUvO
1,"I feel lonely someone talk to me guys and girls :(

@TheOnlyRazzYT @imarieuda @EiroZPegasus @AMYSQUEE @UdotV"
1,"No Assignment, but we have Project. :( really? 😩"
1,just want to play video games/watch movies with someone :(
1,choreographing is hard : (
1,@xo_raaaaayyy_xo what the email link? Still says that it's no longer available :( http://t.co/iuiaIOynnx
1,cries bc i miss mingming so much :-(
1,Sorry :( https://t.co/Q5TAYjrQ8K
1,@Giannivnni mom so far away :(
1,We're truly sorry @chrisbrown :( have a safe flight.
1,and my friends :(
1,@bbygjrlmgc oh :( i hate when that happens i get so sad over it too
1,Oh. Dog has pee’d in my @Kneewax bag.  :-(   So I can’t take it to #NewWine15
1,@YM_Dish98 doushite :( ?
1,@Charliescoco @reeceftcharliie @SimonCowell too late :(
1,It sucks so much been sick i was plan to start work on my first gundam to night but nope. :(
1,MY $$$$2 DOLLAR :( 😭😭😭😭😭😭 http://t.co/oI0pYGUsDi
1,"@martylog Listening back to old @DaveGorman shows (I know, I'm weird). Just got to u leaving: might give up. It was pale imitation after :-("
1,i went in the sea and now have a massive fucking rash all over my body and it's the most painful thing ever i want to go home :((
1,@dethronedlwt hi. Why are you absent? :(
1,My Gran tho !!! She knew but didn't care to tell me :((
1,@rowysoIjp SAME IT'S SO CUTE I LOVE IT SO MUCH I WISH THERE WOULD BE A SEQUEL :(
1,@imallyssagail busy sa school :( next time love yah! xx
1,Ouucchhh one of my wisdom teeth are coming through :(
1,@StevenLDN frightening case. It really gets to you :(
1,"pret :(( wkwkw""@WLK_Jhope: Verfied @WLK_Hyemi91 be active, don't forget to follow all member. Thanks for join. Goodbye"""
1,You´ve got me in chains for your love :´( — a sentir-se incompleta
1,it's okay.. but.. :((
1,@njhftbiebs why didn't you go on Wednesday :(
1,@radicalj  Marvellous - not. How very thwarting :-(
1,@ceeels95 Awh what's the chances 😩 when u off to Zante? We need to do something :-( x
1,@s0ulfl0wr When's your birthday ? :(
1,@brittleyouth @Tom_J_Allen @AndrewFairbairn @batemanesque @Hegelbon @jameswheeler that was the worst part and I still feel bad about it :(
1,audraesar: All these sushi pics on my tl are driving me craaaazzyy :(
1,Really want this :( http://t.co/36tSy81iMi
1,Popped like a helium balloon..  :-(
1,#ClimateChange #CC California's powerful and influential air pollution watchdog.: Califor... http://t.co/OVU4p2qWfH #UniteBlue #Tcot :-(
1,@itsNotMirna I was so sad because Elhaida was robbed by the juries :( she came 10th in the televoting
1,#ClimateChange #CC Idaho will not restrict fishing despite regional drought-linked die-of... http://t.co/jJboDo6LYZ #UniteBlue #Tcot :-(
1,"#ClimateChange #CC Abrupt climate change may have doomed mammoths and other megafauna, sc... http://t.co/taVMCz37E7 #UniteBlue #Tcot :-("
1,#ClimateChange #CC Australia's 'dirtiest' power station considers 'clean energy' biomass ... http://t.co/YeQABq6tsL #UniteBlue #Tcot :-(
1,#ClimateChange #CC It ain't easy being green if you're a golf course in California.: Ulti... http://t.co/La82RXzTs2 #UniteBlue #Tcot :-(
1,@Mess0019 Well I am sure your work day is over before mine :(
1,@keikopotato IM GONNA MISS U SEXY PREXY :(((((((((
1,i miss my kindergarten kids :(
1,HUNGRY :-(
1,cant find the only book that keeps me sane :((
1,Literally there are three lounge events why :-( So much turn up I'm sad
1,@carliot23 Miss you Boss :(
1,I love hozier :-(
1,"@IzzyTailford that's true, I just want it soooooooner :("
